country,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Kenya,uniqueid_4559,No,Urban,Yes,3,70,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4560,No,Rural,No,6,60,Male,Head of Household,Widowed,Primary education,Remittance Dependent
Kenya,uniqueid_4561,Yes,Rural,Yes,4,61,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,uniqueid_4562,No,Rural,Yes,4,40,Female,Head of Household,Married/Living together,No formal education,Informally employed
Kenya,uniqueid_4563,No,Urban,Yes,4,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4564,Yes,Rural,Yes,1,24,Female,Head of Household,Single/Never Married,Secondary education,Self employed
Kenya,uniqueid_4565,No,Urban,No,5,16,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_4566,Yes,Urban,Yes,3,54,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4567,No,Rural,Yes,7,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4568,No,Urban,No,7,41,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,uniqueid_4569,No,Rural,Yes,4,32,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,uniqueid_4570,Yes,Urban,Yes,5,38,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4571,No,Rural,No,5,65,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Kenya,uniqueid_4572,Yes,Urban,Yes,2,38,Male,Head of Household,Married/Living together,Tertiary education,Farming and Fishing
Kenya,uniqueid_4573,No,Rural,No,4,65,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4574,Yes,Urban,Yes,3,28,Female,Spouse,Married/Living together,Secondary education,Formally employed Private
Kenya,uniqueid_4575,No,Rural,No,5,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4576,No,Rural,Yes,2,25,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Kenya,uniqueid_4577,No,Urban,Yes,2,20,Female,Other relative,Single/Never Married,Secondary education,Informally employed
Kenya,uniqueid_4578,No,Rural,Yes,7,38,Male,Head of Household,Married/Living together,Primary education,Other Income
Kenya,uniqueid_4579,Yes,Urban,Yes,3,24,Male,Head of Household,Married/Living together,Vocational/Specialised training,Informally employed
Kenya,uniqueid_4580,Yes,Urban,Yes,2,28,Male,Head of Household,Married/Living together,Vocational/Specialised training,Self employed
Kenya,uniqueid_4581,No,Rural,Yes,4,25,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4582,Yes,Urban,Yes,2,22,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,uniqueid_4583,No,Urban,Yes,15,50,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4584,No,Urban,Yes,4,46,Female,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_4585,Yes,Urban,Yes,1,73,Female,Head of Household,Widowed,Secondary education,Self employed
Kenya,uniqueid_4586,Yes,Urban,Yes,3,46,Male,Head of Household,Divorced/Seperated,Vocational/Specialised training,Informally employed
Kenya,uniqueid_4587,No,Urban,Yes,1,45,Male,Head of Household,Divorced/Seperated,No formal education,Informally employed
Kenya,uniqueid_4588,No,Rural,Yes,2,36,Female,Spouse,Married/Living together,Secondary education,Other Income
Kenya,uniqueid_4589,No,Rural,No,3,24,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4590,Yes,Urban,Yes,1,25,Male,Head of Household,Single/Never Married,Tertiary education,Informally employed
Kenya,uniqueid_4591,Yes,Urban,Yes,1,27,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,uniqueid_4592,No,Urban,Yes,2,18,Female,Other relative,Single/Never Married,Primary education,Remittance Dependent
Kenya,uniqueid_4593,No,Rural,Yes,1,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4594,No,Rural,Yes,2,31,Female,Head of Household,Married/Living together,Primary education,Remittance Dependent
Kenya,uniqueid_4595,No,Urban,Yes,2,22,Female,Head of Household,Married/Living together,Tertiary education,Remittance Dependent
Kenya,uniqueid_4596,No,Rural,Yes,7,72,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4597,No,Rural,No,1,45,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,uniqueid_4598,No,Urban,Yes,6,23,Female,Other relative,Single/Never Married,Secondary education,Other Income
Kenya,uniqueid_4599,No,Rural,Yes,3,40,Male,Head of Household,Married/Living together,Secondary education,Remittance Dependent
Kenya,uniqueid_4600,No,Rural,Yes,8,38,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4601,No,Rural,Yes,4,36,Male,Head of Household,Married/Living together,Tertiary education,Farming and Fishing
Kenya,uniqueid_4602,Yes,Urban,Yes,5,35,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_4603,No,Rural,No,4,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4604,No,Urban,Yes,5,26,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4605,Yes,Urban,Yes,2,31,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4606,No,Rural,Yes,2,23,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,uniqueid_4607,No,Rural,No,3,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_4608,No,Rural,Yes,9,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_4609,No,Rural,Yes,7,40,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4610,Yes,Urban,Yes,4,30,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,uniqueid_4611,No,Urban,Yes,1,48,Male,Head of Household,Divorced/Seperated,No formal education,Remittance Dependent
Kenya,uniqueid_4612,Yes,Urban,Yes,3,25,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private
Kenya,uniqueid_4613,Yes,Urban,Yes,1,30,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,uniqueid_4614,No,Rural,Yes,4,54,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4615,No,Urban,No,3,16,Male,Child,Single/Never Married,Primary education,Remittance Dependent
Kenya,uniqueid_4616,No,Rural,No,5,35,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
Kenya,uniqueid_4617,Yes,Urban,Yes,4,42,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Kenya,uniqueid_4618,Yes,Urban,Yes,1,58,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4619,Yes,Urban,Yes,4,53,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4620,No,Rural,Yes,3,42,Female,Spouse,Single/Never Married,Primary education,Informally employed
Kenya,uniqueid_4621,Yes,Rural,Yes,4,41,Male,Head of Household,Married/Living together,Vocational/Specialised training,Formally employed Government
Kenya,uniqueid_4622,No,Rural,Yes,1,56,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Kenya,uniqueid_4623,No,Rural,Yes,6,36,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_4624,Yes,Urban,Yes,3,33,Male,Head of Household,Married/Living together,Tertiary education,Formally employed Government
Kenya,uniqueid_4625,No,Urban,Yes,1,45,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,uniqueid_4626,No,Rural,Yes,4,35,Female,Spouse,Married/Living together,Vocational/Specialised training,Informally employed
Kenya,uniqueid_4627,Yes,Urban,Yes,1,22,Male,Head of Household,Single/Never Married,Tertiary education,Remittance Dependent
Kenya,uniqueid_4628,No,Rural,Yes,5,54,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4629,Yes,Urban,Yes,6,53,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4630,Yes,Urban,Yes,5,32,Female,Head of Household,Married/Living together,Tertiary education,Formally employed Private
Kenya,uniqueid_4631,No,Rural,Yes,6,30,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4632,No,Urban,Yes,2,32,Female,Child,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4633,No,Urban,Yes,3,39,Female,Child,Divorced/Seperated,Secondary education,Formally employed Government
Kenya,uniqueid_4634,Yes,Rural,Yes,2,36,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4635,No,Urban,Yes,4,24,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
Kenya,uniqueid_4636,No,Rural,No,3,16,Male,Other relative,Single/Never Married,Primary education,Remittance Dependent
Kenya,uniqueid_4637,No,Urban,Yes,1,48,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_4638,Yes,Urban,Yes,2,71,Male,Head of Household,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_4639,No,Urban,Yes,4,39,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,uniqueid_4640,Yes,Urban,Yes,3,40,Female,Head of Household,Widowed,Primary education,Self employed
Kenya,uniqueid_4641,No,Urban,Yes,1,65,Male,Head of Household,Married/Living together,Tertiary education,Other Income
Kenya,uniqueid_4642,No,Rural,No,8,44,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4643,Yes,Urban,Yes,2,54,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
Kenya,uniqueid_4644,No,Urban,Yes,1,54,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Kenya,uniqueid_4645,Yes,Rural,Yes,2,63,Female,Spouse,Married/Living together,Vocational/Specialised training,Farming and Fishing
Kenya,uniqueid_4646,No,Rural,Yes,3,21,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4647,No,Rural,Yes,4,26,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4648,No,Rural,Yes,6,47,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4649,No,Urban,No,1,59,Male,Head of Household,Divorced/Seperated,Secondary education,Remittance Dependent
Kenya,uniqueid_4650,Yes,Urban,Yes,1,25,Female,Head of Household,Single/Never Married,Tertiary education,Formally employed Government
Kenya,uniqueid_4651,No,Rural,Yes,7,50,Female,Spouse,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4652,Yes,Urban,Yes,4,30,Male,Head of Household,Married/Living together,Vocational/Specialised training,Informally employed
Kenya,uniqueid_4653,No,Rural,Yes,1,42,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Kenya,uniqueid_4654,No,Rural,Yes,6,43,Female,Child,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4655,No,Rural,Yes,1,27,Male,Head of Household,Single/Never Married,Vocational/Specialised training,Informally employed
Kenya,uniqueid_4656,No,Urban,Yes,6,16,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_4657,No,Rural,No,6,60,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Kenya,uniqueid_4658,Yes,Rural,Yes,1,35,Male,Head of Household,Married/Living together,Primary education,Other Income
Kenya,uniqueid_4659,Yes,Urban,Yes,1,24,Male,Head of Household,Single/Never Married,Secondary education,Formally employed Private
Kenya,uniqueid_4660,No,Rural,Yes,2,20,Female,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4661,No,Rural,No,7,45,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4662,Yes,Urban,Yes,2,22,Female,Spouse,Married/Living together,Vocational/Specialised training,Formally employed Private
Kenya,uniqueid_4663,No,Rural,Yes,1,69,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4664,Yes,Urban,Yes,1,45,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
Kenya,uniqueid_4665,No,Urban,No,3,17,Female,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Kenya,uniqueid_4666,No,Rural,No,1,80,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Kenya,uniqueid_4667,Yes,Urban,Yes,5,40,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Kenya,uniqueid_4668,No,Urban,No,3,64,Female,Head of Household,Widowed,No formal education,Self employed
Kenya,uniqueid_4669,Yes,Urban,Yes,4,31,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Kenya,uniqueid_4670,Yes,Urban,Yes,6,57,Male,Head of Household,Married/Living together,Primary education,Self employed
Kenya,uniqueid_4671,No,Rural,No,2,40,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4672,No,Rural,Yes,5,50,Female,Spouse,Single/Never Married,Primary education,Informally employed
Kenya,uniqueid_4673,Yes,Urban,Yes,3,22,Female,Spouse,Married/Living together,Primary education,Formally employed Private
Kenya,uniqueid_4674,Yes,Urban,Yes,5,27,Female,Spouse,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_4675,No,Urban,Yes,5,25,Male,Spouse,Single/Never Married,Secondary education,Self employed
Kenya,uniqueid_4676,No,Urban,No,5,31,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4677,No,Rural,Yes,9,46,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Kenya,uniqueid_4678,Yes,Urban,Yes,3,31,Female,Spouse,Married/Living together,Vocational/Specialised training,Remittance Dependent
Kenya,uniqueid_4679,No,Rural,Yes,6,41,Female,Spouse,Married/Living together,No formal education,Self employed
Kenya,uniqueid_4680,No,Urban,Yes,3,43,Male,Spouse,Married/Living together,Secondary education,Self employed
Kenya,uniqueid_4681,No,Rural,Yes,6,52,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4682,No,Rural,Yes,6,75,Female,Head of Household,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4683,No,Rural,Yes,2,21,Female,Child,Single/Never Married,Secondary education,Informally employed
Kenya,uniqueid_4684,No,Urban,Yes,1,70,Female,Head of Household,Widowed,Primary education,Informally employed
Kenya,uniqueid_4685,No,Urban,Yes,1,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4686,No,Rural,Yes,1,29,Male,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Kenya,uniqueid_4687,No,Rural,Yes,7,26,Female,Head of Household,Single/Never Married,No formal education,Informally employed
Kenya,uniqueid_4688,No,Rural,Yes,5,45,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Kenya,uniqueid_4689,No,Rural,Yes,2,39,Female,Spouse,Single/Never Married,Primary education,Farming and Fishing
Kenya,uniqueid_4690,No,Rural,Yes,4,35,Female,Spouse,Married/Living together,Primary education,Informally employed
Kenya,uniqueid_4691,No,Rural,Yes,5,40,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Kenya,uniqueid_4692,No,Rural,No,5,28,Female,Spouse,Married/Living together,No formal education,Remittance Dependent
